austenitizing_temp_C,section_thickness_mm,quench_medium,tempering_temp_C,tempering_time_hr,hardness_HRC,UTS_MPa,YS_MPa,elongation_pct,reduction_of_area_pct,source
845.8,150.0,oil,428.0,1.0,36.8,1253.2,908.5,19.2,42.8,physics_model
836.7,25.0,oil,507.1,1.0,29.9,932.5,720.4,20.6,51.4,physics_model
846.4,25.0,oil,564.3,0.5,24.9,835.9,627.2,23.3,57.4,physics_model
848.5,50.0,air,476.1,1.0,32.3,1006.4,780.1,19.3,47.6,physics_model
830.6,75.0,oil,370.7,1.0,41.0,1396.5,1117.0,15.5,38.6,physics_model
871.0,75.0,oil,353.5,1.0,43.8,1412.1,1198.7,13.1,38.1,physics_model
864.1,25.0,oil,232.1,1.0,53.2,1832.9,1563.1,11.1,30.1,physics_model
853.9,150.0,oil,341.3,0.5,45.8,1481.0,1251.2,16.1,38.7,physics_model
841.4,50.0,oil,206.9,1.0,53.2,1807.6,1586.5,10.0,28.0,physics_model
870.3,75.0,oil,371.1,2.0,41.4,1353.5,1078.6,15.7,41.6,physics_model
850.8,13.0,water,217.1,1.0,50.5,1727.8,1482.1,10.0,28.0,physics_model
828.1,13.0,air,281.0,1.0,41.0,1383.7,1092.1,16.5,40.3,physics_model
836.8,75.0,water,309.0,1.0,48.3,1553.6,1331.4,12.1,33.9,physics_model
864.9,100.0,oil,609.2,4.0,19.3,786.8,520.6,26.3,53.6,physics_model
846.6,50.0,oil,251.0,1.0,50.3,1703.4,1396.8,10.5,28.2,physics_model
831.5,150.0,oil,414.7,1.0,38.3,1241.7,973.0,19.7,45.1,physics_model
858.5,50.0,water,458.4,2.0,31.6,1101.3,754.5,22.6,44.9,physics_model
845.1,25.0,oil,397.9,0.5,42.2,1348.6,1042.5,17.2,40.6,physics_model
856.4,100.0,oil,369.4,1.0,42.2,1359.0,1093.2,16.4,40.4,physics_model
839.1,13.0,water,236.8,2.0,50.4,1700.0,1579.0,11.8,31.3,physics_model
835.4,13.0,water,385.6,1.0,39.5,1265.9,1045.5,17.1,41.8,physics_model
845.1,75.0,oil,247.1,2.0,51.2,1720.2,1477.6,11.4,31.5,physics_model
846.5,100.0,oil,607.3,0.5,21.8,845.0,550.2,23.4,53.3,physics_model
829.9,75.0,air,219.3,2.0,40.4,1319.2,1022.7,14.8,38.8,physics_model
830.5,50.0,oil,460.0,2.0,33.0,1081.7,773.8,20.8,45.2,physics_model
830.3,100.0,oil,296.6,2.0,47.3,1539.1,1304.7,13.8,33.2,physics_model
839.5,50.0,water,325.2,4.0,44.1,1471.1,1229.5,15.8,36.6,physics_model
828.4,50.0,oil,385.8,0.5,41.2,1307.6,1036.3,17.5,38.7,physics_model
838.1,50.0,oil,367.1,2.0,39.4,1379.8,1020.7,18.8,44.8,physics_model
836.9,25.0,oil,622.3,0.5,20.5,795.3,528.2,24.2,55.8,physics_model
829.4,100.0,oil,563.3,0.5,24.3,863.8,632.3,25.8,53.8,physics_model
854.6,100.0,oil,203.4,1.0,52.9,1710.1,1644.2,11.9,28.1,physics_model
844.3,13.0,oil,340.1,1.0,46.6,1433.6,1202.7,15.9,35.1,physics_model
839.4,50.0,oil,397.2,2.0,38.3,1226.2,1014.0,19.8,45.1,physics_model
851.2,50.0,air,534.6,4.0,24.6,862.5,562.0,23.5,56.8,physics_model
868.8,13.0,oil,252.6,0.5,51.4,1715.9,1613.5,10.1,30.9,physics_model
859.3,100.0,oil,506.5,4.0,27.2,933.5,637.6,21.5,48.0,physics_model
856.0,75.0,water,579.1,4.0,20.8,805.6,539.5,25.4,54.4,physics_model
855.0,50.0,oil,293.6,0.5,50.7,1650.7,1382.1,11.8,34.9,physics_model
870.8,75.0,oil,222.4,2.0,50.7,1721.5,1649.3,10.9,31.3,physics_model
850.4,75.0,oil,551.3,4.0,23.5,859.5,563.4,23.8,50.2,physics_model
845.5,13.0,water,218.7,1.0,52.0,1719.5,1477.6,10.2,26.1,physics_model
864.6,75.0,oil,625.2,2.0,18.6,756.7,551.3,24.3,56.3,physics_model
861.8,25.0,oil,581.9,0.5,24.0,864.7,584.5,25.3,51.1,physics_model
856.1,25.0,oil,655.6,2.0,17.9,754.4,497.8,24.3,55.6,physics_model
851.5,50.0,water,387.4,2.0,38.7,1216.5,1009.8,18.0,43.6,physics_model
833.0,13.0,oil,447.9,0.5,35.8,1150.5,954.0,18.5,46.6,physics_model
848.1,13.0,oil,432.9,4.0,32.9,1134.0,871.4,22.6,46.6,physics_model
868.0,150.0,oil,322.7,0.5,47.3,1566.2,1312.8,12.8,37.0,physics_model
835.6,150.0,oil,383.4,0.5,42.0,1295.7,1150.6,16.4,41.7,physics_model
851.9,25.0,oil,444.6,1.0,35.5,1126.8,874.3,17.8,45.1,physics_model
838.7,50.0,oil,232.4,1.0,50.6,1749.5,1597.7,10.3,28.3,physics_model
830.7,100.0,oil,475.2,1.0,32.7,1001.3,753.8,19.2,45.4,physics_model
871.0,75.0,water,293.1,1.0,48.4,1635.1,1480.1,11.8,31.4,physics_model
869.1,100.0,oil,323.4,1.0,45.1,1501.2,1323.5,14.3,33.4,physics_model
863.2,25.0,oil,654.0,2.0,17.6,752.3,501.3,27.3,54.5,physics_model
861.6,100.0,oil,398.4,2.0,40.0,1214.3,994.7,18.4,45.3,physics_model
837.0,25.0,oil,567.1,1.0,23.5,872.5,609.3,23.4,52.9,physics_model
830.7,25.0,oil,431.3,0.5,38.6,1196.8,965.6,20.4,44.2,physics_model
865.9,150.0,oil,356.4,4.0,42.2,1291.1,1080.0,18.2,36.1,physics_model
835.3,13.0,oil,281.8,2.0,49.1,1643.5,1351.2,12.0,31.8,physics_model
850.0,13.0,oil,280.9,2.0,47.9,1559.8,1389.8,13.3,30.2,physics_model
854.0,25.0,oil,369.1,2.0,40.9,1266.9,1069.8,16.7,37.2,physics_model
855.1,75.0,oil,520.0,2.0,27.0,918.0,631.5,23.0,51.9,physics_model
864.5,100.0,oil,612.9,0.5,21.5,840.0,559.7,23.9,55.5,physics_model
845.1,75.0,water,640.6,2.0,18.5,770.5,491.6,26.6,51.9,physics_model
833.9,25.0,oil,262.8,2.0,50.5,1687.0,1476.5,12.4,32.8,physics_model
864.2,150.0,oil,549.2,0.5,26.8,970.9,632.6,25.0,51.7,physics_model
845.3,150.0,oil,416.9,2.0,36.8,1209.9,851.9,19.0,45.2,physics_model
870.1,75.0,oil,340.7,4.0,44.3,1414.6,1133.4,15.1,39.1,physics_model
846.5,13.0,water,622.1,2.0,18.9,754.4,507.3,26.1,55.0,physics_model
861.4,50.0,air,353.4,0.5,41.7,1252.4,1053.0,17.1,41.5,physics_model
850.9,100.0,oil,532.8,0.5,27.1,944.3,685.3,23.3,52.2,physics_model
864.5,25.0,oil,262.9,4.0,50.0,1645.1,1357.5,12.3,29.6,physics_model
844.8,75.0,water,249.9,4.0,50.3,1650.5,1412.0,11.5,30.1,physics_model
834.5,50.0,oil,250.7,1.0,49.8,1671.5,1469.2,13.8,30.5,physics_model
858.2,25.0,oil,432.6,1.0,35.9,1220.3,926.5,20.4,45.6,physics_model
853.8,50.0,water,400.9,1.0,39.3,1269.5,1019.2,18.0,39.3,physics_model
860.2,150.0,oil,487.3,4.0,28.1,965.0,694.6,20.5,54.9,physics_model
838.1,13.0,oil,460.5,4.0,30.8,1024.8,752.3,22.2,48.8,physics_model
839.9,75.0,water,536.9,4.0,23.7,836.8,613.8,22.4,51.4,physics_model
838.6,75.0,oil,639.6,4.0,17.6,766.0,507.0,25.2,54.3,physics_model
851.2,13.0,oil,562.2,0.5,24.4,846.6,626.2,22.7,49.8,physics_model
866.6,150.0,oil,508.0,1.0,28.6,959.8,716.5,22.1,51.6,physics_model
833.1,75.0,air,550.5,2.0,23.6,875.7,591.4,25.2,50.0,physics_model
856.3,75.0,oil,249.8,4.0,47.9,1655.8,1508.9,11.4,31.6,physics_model
833.7,100.0,air,445.6,0.5,36.0,1143.5,874.6,18.8,42.6,physics_model
864.7,13.0,oil,413.3,1.0,37.8,1185.5,972.8,19.7,45.5,physics_model
860.6,13.0,oil,369.8,1.0,43.0,1387.8,1190.1,16.9,40.3,physics_model
844.9,75.0,oil,537.4,0.5,27.0,957.9,669.0,20.5,52.4,physics_model
838.7,75.0,water,369.8,1.0,42.2,1355.0,1132.7,15.6,39.7,physics_model
845.0,150.0,air,206.6,2.0,39.3,1247.6,999.9,17.6,41.6,physics_model
836.8,13.0,air,322.6,4.0,41.2,1304.6,1035.4,18.7,40.5,physics_model
850.0,13.0,water,459.7,0.5,35.2,1109.3,784.9,18.6,49.2,physics_model
830.4,75.0,oil,341.2,0.5,47.6,1536.5,1252.9,16.8,35.1,physics_model
853.2,13.0,oil,218.0,1.0,52.8,1724.6,1508.4,11.0,27.8,physics_model
868.4,25.0,oil,292.3,1.0,48.7,1634.3,1445.8,12.9,29.3,physics_model
836.8,25.0,oil,297.9,2.0,48.8,1591.9,1305.0,13.3,33.1,physics_model
861.5,13.0,water,503.3,1.0,28.6,985.0,727.7,22.8,46.4,physics_model
841.7,150.0,oil,249.6,0.5,51.2,1719.9,1519.8,10.7,29.4,physics_model
845.6,150.0,air,474.2,0.5,33.5,1074.5,785.0,20.4,45.2,physics_model
864.0,50.0,water,461.7,0.5,33.4,1087.1,856.6,20.2,49.6,physics_model
839.5,50.0,air,626.9,4.0,18.3,694.3,509.7,26.2,53.0,physics_model
847.0,75.0,air,220.4,2.0,40.9,1283.5,999.4,17.6,40.7,physics_model
841.2,50.0,oil,431.4,2.0,35.2,1156.7,845.0,17.2,48.0,physics_model
868.2,50.0,air,442.3,4.0,33.6,1028.8,804.3,22.1,47.8,physics_model
843.0,13.0,oil,565.4,4.0,21.6,776.3,554.7,24.7,58.0,physics_model
859.0,100.0,oil,353.9,1.0,44.6,1378.7,1176.2,16.1,37.0,physics_model
867.0,50.0,water,517.9,4.0,25.5,820.6,616.7,24.5,51.7,physics_model
848.7,150.0,air,474.8,1.0,31.1,1033.3,778.6,19.3,47.5,physics_model
845.7,150.0,oil,442.1,4.0,32.4,1048.4,757.2,21.9,42.2,physics_model
829.7,13.0,oil,638.5,0.5,19.6,762.3,515.7,23.5,57.5,physics_model
870.1,13.0,oil,624.6,2.0,19.4,764.7,524.9,22.6,47.9,physics_model
831.1,50.0,oil,323.6,0.5,46.5,1560.7,1337.6,15.3,33.8,physics_model
846.5,25.0,oil,462.1,1.0,32.9,1086.5,781.7,20.3,44.7,physics_model
864.8,75.0,oil,491.9,0.5,31.9,1020.7,791.5,21.8,48.9,physics_model
849.8,75.0,water,506.7,4.0,26.1,947.2,639.8,23.4,52.6,physics_model
849.1,150.0,air,474.5,4.0,29.8,982.2,750.6,22.6,43.2,physics_model
866.8,50.0,oil,520.8,1.0,28.0,929.0,705.8,22.5,53.6,physics_model
843.4,13.0,oil,521.1,4.0,25.8,851.7,597.5,26.0,49.7,physics_model
829.2,100.0,oil,624.3,0.5,20.2,770.0,536.1,25.8,55.1,physics_model
845.0,100.0,oil,565.8,1.0,23.6,820.4,635.0,23.7,52.8,physics_model
871.2,25.0,oil,518.3,1.0,27.6,958.0,673.0,24.3,52.6,physics_model
865.4,13.0,water,475.3,1.0,30.7,985.9,776.5,20.7,50.5,physics_model
860.3,75.0,oil,402.9,1.0,39.9,1280.4,989.5,18.2,41.4,physics_model
835.7,150.0,oil,385.6,2.0,38.6,1327.0,1019.1,15.7,35.3,physics_model
869.1,150.0,oil,412.6,2.0,37.7,1175.7,936.7,19.2,42.2,physics_model
841.4,75.0,oil,623.6,1.0,20.6,764.5,546.4,27.8,55.4,physics_model
858.2,75.0,oil,611.5,1.0,20.4,762.9,537.4,23.6,53.4,physics_model
863.2,13.0,oil,595.3,0.5,22.3,792.2,581.6,24.7,54.2,physics_model
833.1,25.0,oil,532.4,2.0,25.7,905.8,613.3,24.9,50.9,physics_model
831.6,75.0,oil,519.3,0.5,28.3,948.6,748.1,20.6,48.6,physics_model
845.5,50.0,air,387.7,2.0,38.5,1224.0,1063.7,19.0,41.5,physics_model
868.6,150.0,oil,402.4,4.0,36.2,1245.3,925.7,20.7,45.5,physics_model
854.6,75.0,water,642.1,2.0,18.6,734.8,524.2,24.4,55.5,physics_model
865.2,25.0,oil,565.7,0.5,24.3,864.5,635.1,24.2,49.0,physics_model
869.5,25.0,water,295.6,2.0,48.0,1566.8,1353.4,13.3,34.6,physics_model
870.5,75.0,water,222.0,0.5,51.4,1813.4,1663.9,10.4,28.6,physics_model
859.0,13.0,water,608.0,2.0,19.7,806.5,528.4,23.0,61.8,physics_model
843.6,75.0,oil,536.7,0.5,27.6,918.3,643.3,25.6,50.4,physics_model
861.6,50.0,air,386.6,4.0,37.9,1222.9,1025.7,16.9,41.4,physics_model
841.5,13.0,oil,247.8,1.0,51.7,1646.8,1434.1,12.0,27.9,physics_model
868.1,25.0,water,205.3,2.0,51.8,1826.9,1551.3,8.7,28.8,physics_model
829.4,100.0,oil,476.6,0.5,32.8,1121.5,783.3,20.6,48.8,physics_model
839.7,150.0,oil,564.3,1.0,24.5,866.3,623.4,22.0,49.5,physics_model
834.3,75.0,oil,519.6,4.0,25.5,860.3,646.3,24.6,53.7,physics_model
854.8,150.0,air,566.3,0.5,24.8,825.5,607.5,22.3,52.9,physics_model
870.8,150.0,air,205.5,2.0,39.1,1256.7,975.9,17.7,41.3,physics_model
836.0,75.0,air,367.8,0.5,40.9,1273.1,1045.4,18.1,40.2,physics_model
869.8,25.0,air,232.1,1.0,39.8,1372.1,1020.8,15.6,39.3,physics_model
840.3,13.0,oil,447.6,4.0,32.7,1029.8,837.4,20.0,44.6,physics_model
832.0,25.0,oil,202.5,4.0,51.2,1751.3,1534.5,11.1,28.9,physics_model
870.4,150.0,oil,458.6,1.0,33.0,1105.3,895.3,20.4,49.4,physics_model
864.6,50.0,water,370.5,1.0,43.1,1280.8,1182.9,15.9,36.0,physics_model
865.4,100.0,oil,627.4,2.0,19.4,780.3,528.9,24.7,56.7,physics_model
831.1,13.0,oil,278.6,1.0,49.5,1621.0,1484.2,11.4,34.3,physics_model
871.3,25.0,oil,475.1,2.0,31.9,1024.3,742.8,18.7,45.1,physics_model
854.0,25.0,oil,520.3,1.0,27.4,907.7,712.7,22.7,52.0,physics_model
848.8,150.0,oil,581.1,4.0,20.8,813.6,552.4,22.9,55.0,physics_model
840.2,75.0,oil,596.5,1.0,22.8,808.3,550.4,24.5,52.3,physics_model
851.2,75.0,water,652.7,4.0,17.8,751.5,494.6,25.7,59.4,physics_model
868.1,25.0,air,595.6,1.0,21.8,807.1,525.8,24.8,49.5,physics_model
839.7,150.0,air,550.6,2.0,24.2,891.9,582.2,25.8,49.1,physics_model
833.6,25.0,water,267.7,0.5,49.3,1702.4,1520.8,10.6,30.2,physics_model
868.4,150.0,air,341.0,2.0,38.9,1191.6,1001.1,18.1,35.6,physics_model
828.7,150.0,oil,564.3,0.5,25.6,887.0,611.9,23.5,50.7,physics_model
829.5,75.0,oil,552.6,4.0,23.5,841.3,555.3,24.9,57.2,physics_model
865.0,50.0,oil,341.4,4.0,42.5,1385.3,1201.0,16.6,43.2,physics_model
864.9,25.0,oil,400.0,1.0,40.4,1303.6,1035.0,18.3,41.0,physics_model
861.0,25.0,air,247.1,1.0,40.9,1261.1,1040.0,16.9,39.5,physics_model
830.8,50.0,oil,639.8,0.5,19.0,778.6,496.4,25.7,57.7,physics_model
831.6,150.0,oil,353.8,0.5,43.5,1475.7,1186.1,15.7,34.8,physics_model
858.1,50.0,oil,627.6,0.5,21.0,824.6,511.4,26.3,58.1,physics_model
858.8,50.0,oil,640.5,0.5,20.1,794.3,539.8,23.1,56.7,physics_model
843.7,100.0,oil,354.1,2.0,43.3,1326.0,1130.3,16.1,38.2,physics_model
831.6,13.0,water,533.2,4.0,24.2,867.1,582.8,23.3,48.2,physics_model
866.6,25.0,oil,400.3,1.0,38.4,1346.3,1050.4,17.8,39.5,physics_model
840.2,50.0,oil,610.8,1.0,20.7,805.7,518.5,23.5,54.1,physics_model
855.3,50.0,oil,593.0,1.0,22.2,811.6,537.8,26.7,51.1,physics_model
829.7,100.0,oil,232.4,2.0,50.6,1791.0,1490.0,11.3,27.4,physics_model
843.7,75.0,oil,447.6,4.0,31.6,1089.0,782.1,19.5,47.9,physics_model
870.0,100.0,oil,487.5,1.0,31.1,965.4,758.9,20.1,46.2,physics_model
841.4,25.0,water,504.1,4.0,26.3,935.8,646.2,23.6,47.9,physics_model
833.1,13.0,water,401.6,2.0,38.5,1219.1,961.8,17.9,43.5,physics_model
859.2,100.0,oil,417.2,1.0,38.7,1217.4,944.1,18.9,40.9,physics_model
871.9,13.0,oil,432.7,0.5,37.5,1193.1,951.1,19.4,42.1,physics_model
851.4,75.0,water,459.3,2.0,32.0,1050.1,799.3,22.6,44.9,physics_model
863.1,50.0,oil,386.8,0.5,42.4,1389.2,1085.2,15.7,39.1,physics_model
861.2,13.0,water,357.6,0.5,44.6,1453.4,1185.9,16.8,36.4,physics_model
835.2,150.0,oil,626.7,0.5,20.9,782.8,562.2,23.6,56.1,physics_model
856.8,25.0,water,355.2,1.0,43.0,1409.0,1114.1,15.8,39.6,physics_model
840.2,13.0,oil,414.2,2.0,37.4,1204.3,953.2,18.8,40.0,physics_model
841.0,100.0,oil,472.2,2.0,32.3,988.6,778.8,19.9,54.1,physics_model
838.4,150.0,oil,232.0,0.5,50.7,1664.3,1618.3,11.8,29.0,physics_model
871.0,75.0,water,355.9,2.0,43.4,1338.8,1072.6,16.5,38.2,physics_model
869.0,150.0,oil,417.4,1.0,37.3,1243.0,940.0,18.9,43.3,physics_model
869.6,100.0,air,292.1,2.0,38.7,1291.2,1086.9,17.3,43.1,physics_model
838.0,75.0,water,472.8,1.0,32.2,1091.1,767.0,20.7,48.6,physics_model
844.8,150.0,oil,341.0,4.0,42.6,1379.6,1099.3,16.5,37.7,physics_model
837.0,25.0,water,488.3,1.0,30.6,990.2,762.6,21.8,50.7,physics_model
863.5,13.0,oil,551.1,2.0,24.3,831.6,578.5,24.6,52.2,physics_model
854.4,100.0,oil,597.4,1.0,21.6,815.0,579.8,24.2,55.5,physics_model
868.4,75.0,oil,504.4,1.0,29.4,943.7,704.1,22.5,52.0,physics_model
834.3,25.0,oil,488.5,2.0,30.1,1013.4,721.7,22.9,51.6,physics_model
844.4,13.0,oil,264.9,0.5,51.6,1646.2,1510.8,11.5,30.7,physics_model
841.6,75.0,oil,222.9,1.0,52.0,1708.4,1566.4,11.1,28.9,physics_model
865.8,100.0,oil,371.7,2.0,41.3,1402.5,1025.2,17.0,39.8,physics_model
836.3,13.0,oil,457.1,1.0,35.1,1079.2,814.2,18.1,47.3,physics_model
848.5,13.0,oil,293.3,2.0,48.1,1669.3,1416.6,14.1,33.6,physics_model
854.4,13.0,water,416.7,0.5,38.7,1193.6,995.3,17.7,39.8,physics_model
828.2,75.0,water,341.4,1.0,44.1,1450.2,1216.4,15.5,35.7,physics_model
829.5,13.0,oil,204.3,2.0,53.7,1923.3,1577.5,10.8,28.7,physics_model
830.6,100.0,oil,533.0,2.0,24.9,933.0,651.9,23.7,54.4,physics_model
833.5,100.0,oil,293.0,1.0,48.3,1587.7,1422.8,14.1,31.1,physics_model
834.6,75.0,oil,252.9,4.0,50.2,1639.5,1454.4,11.3,29.8,physics_model
850.7,100.0,oil,431.8,1.0,35.0,1097.7,878.8,17.1,45.5,physics_model
835.9,25.0,oil,311.0,2.0,47.2,1473.9,1232.4,14.1,37.1,physics_model
850.2,100.0,oil,415.6,1.0,37.9,1219.6,956.2,18.4,42.8,physics_model
871.1,25.0,oil,566.7,0.5,25.7,854.5,614.0,25.0,49.6,physics_model
831.8,150.0,oil,446.8,4.0,32.2,1035.4,784.0,21.0,46.9,physics_model
851.8,25.0,oil,502.5,2.0,28.8,907.1,680.4,24.3,51.0,physics_model
870.8,25.0,oil,382.9,0.5,43.7,1382.9,1119.9,15.8,41.1,physics_model
861.9,100.0,oil,277.8,0.5,51.6,1694.7,1426.0,11.9,30.9,physics_model
868.8,25.0,oil,567.1,1.0,23.8,808.5,607.8,24.7,52.1,physics_model
850.6,50.0,oil,277.1,4.0,49.2,1583.8,1394.4,12.8,33.0,physics_model
855.0,25.0,water,325.8,4.0,44.7,1428.3,1078.3,15.0,34.6,physics_model
851.1,13.0,water,518.5,4.0,25.7,888.5,599.4,22.4,51.1,physics_model
863.8,25.0,air,279.1,4.0,39.8,1337.5,1107.2,16.8,43.0,physics_model
859.5,25.0,oil,324.4,2.0,45.0,1452.4,1228.0,15.3,35.2,physics_model
859.9,50.0,water,534.3,4.0,24.6,818.0,651.0,24.1,52.0,physics_model
856.8,100.0,oil,594.6,0.5,22.6,847.5,577.0,24.4,53.1,physics_model
840.0,25.0,oil,279.8,4.0,46.1,1485.3,1427.6,13.5,33.1,physics_model
844.5,25.0,water,414.2,2.0,36.4,1168.4,932.3,20.4,43.3,physics_model
858.1,13.0,air,535.8,2.0,24.2,862.7,641.4,23.0,48.4,physics_model
869.1,100.0,air,234.3,0.5,39.9,1283.8,1052.6,17.7,35.6,physics_model
866.3,150.0,oil,250.9,4.0,50.3,1589.1,1526.9,12.9,31.6,physics_model
863.5,100.0,oil,592.2,2.0,21.5,817.1,562.0,24.1,53.4,physics_model
835.6,150.0,oil,491.9,2.0,30.0,948.2,754.3,22.6,51.3,physics_model
836.0,75.0,water,622.5,0.5,21.3,815.7,553.5,24.0,54.1,physics_model
831.6,25.0,oil,607.3,1.0,20.5,758.0,543.5,22.7,58.3,physics_model
829.1,13.0,oil,414.4,4.0,36.6,1080.5,860.9,18.8,46.9,physics_model
845.5,150.0,air,282.0,0.5,41.2,1317.4,1036.3,16.5,40.6,physics_model
844.4,75.0,oil,534.1,2.0,26.2,917.7,633.6,22.7,49.2,physics_model
856.3,13.0,water,549.0,0.5,26.2,939.9,679.1,20.4,53.1,physics_model
829.1,13.0,water,204.5,2.0,53.5,1763.0,1583.8,9.8,30.0,physics_model
864.6,50.0,oil,323.9,4.0,45.2,1435.0,1234.6,14.1,38.2,physics_model
844.8,25.0,water,627.9,1.0,20.5,826.4,497.6,22.6,56.5,physics_model
835.3,13.0,oil,580.7,4.0,21.3,814.6,514.2,22.6,55.8,physics_model
860.4,25.0,oil,292.6,2.0,46.9,1603.2,1377.7,14.1,34.0,physics_model
830.5,50.0,oil,639.6,0.5,20.7,800.8,502.3,23.2,53.9,physics_model
849.8,25.0,oil,294.1,0.5,48.3,1502.5,1399.4,13.6,34.7,physics_model
858.4,50.0,oil,294.0,1.0,49.1,1662.0,1420.3,12.0,34.3,physics_model
868.5,75.0,oil,533.0,1.0,25.6,870.3,645.5,23.4,51.3,physics_model
835.0,50.0,water,354.6,0.5,43.7,1393.2,1217.2,14.0,36.8,physics_model
835.1,25.0,oil,517.9,1.0,27.2,945.9,710.6,21.6,45.0,physics_model
849.8,150.0,oil,207.1,0.5,53.4,1746.0,1585.7,10.0,26.7,physics_model
858.5,50.0,oil,251.5,0.5,49.0,1790.9,1664.0,11.6,28.5,physics_model
864.3,25.0,water,372.0,0.5,42.7,1451.9,1138.9,15.6,38.5,physics_model
855.4,100.0,air,548.8,0.5,26.5,932.3,622.1,23.7,49.8,physics_model
868.1,50.0,oil,640.6,1.0,19.7,795.1,530.2,27.5,51.2,physics_model
830.8,50.0,water,338.3,4.0,46.4,1376.3,1159.1,15.7,39.8,physics_model
845.8,13.0,water,386.3,0.5,41.3,1364.0,1116.0,16.2,43.6,physics_model
861.7,100.0,oil,517.3,2.0,27.4,938.8,639.8,24.1,53.7,physics_model
839.9,150.0,oil,292.6,1.0,48.1,1654.5,1350.7,12.7,31.0,physics_model
830.8,150.0,oil,294.4,0.5,48.6,1716.1,1382.8,13.0,31.3,physics_model
864.0,50.0,oil,399.8,0.5,41.5,1231.4,1031.9,15.9,40.3,physics_model
859.0,75.0,oil,567.6,0.5,24.0,871.8,596.1,24.0,53.8,physics_model
833.5,25.0,water,655.2,1.0,17.3,751.4,523.1,23.7,51.8,physics_model
870.5,50.0,water,279.5,4.0,48.2,1610.6,1312.6,13.6,32.2,physics_model
853.8,150.0,oil,204.4,2.0,51.8,1779.0,1482.5,10.9,28.4,physics_model
860.9,50.0,water,282.9,1.0,48.4,1648.0,1461.3,13.1,31.4,physics_model
830.1,75.0,water,221.2,1.0,54.4,1796.2,1595.2,10.8,28.4,physics_model
831.9,100.0,oil,598.0,0.5,22.3,819.3,606.6,24.7,51.3,physics_model
871.7,50.0,oil,552.3,2.0,24.3,836.7,645.2,24.0,52.9,physics_model
838.8,75.0,water,295.4,2.0,47.2,1641.8,1303.2,12.8,34.6,physics_model
844.9,75.0,water,339.9,2.0,45.6,1424.2,1106.3,15.2,34.8,physics_model
831.8,25.0,water,564.4,2.0,22.7,809.1,573.3,26.5,52.2,physics_model
843.8,75.0,oil,637.8,4.0,18.7,735.5,513.7,26.9,51.8,physics_model
859.8,75.0,water,278.7,2.0,48.2,1614.9,1403.1,12.1,32.0,physics_model
859.0,75.0,oil,293.5,4.0,46.5,1582.8,1347.4,13.7,34.6,physics_model
830.3,25.0,air,367.2,4.0,41.6,1292.0,1046.2,18.6,47.4,physics_model
865.2,75.0,oil,457.6,2.0,32.8,1052.1,819.7,18.8,45.9,physics_model
831.8,75.0,air,477.7,1.0,30.8,1026.2,749.0,19.0,47.7,physics_model
856.9,13.0,oil,400.8,2.0,37.7,1225.9,939.0,19.2,42.9,physics_model
860.9,25.0,oil,264.6,2.0,49.8,1653.8,1487.5,11.6,32.3,physics_model
844.2,50.0,oil,595.8,4.0,20.0,776.5,525.2,24.0,51.3,physics_model
831.3,13.0,oil,385.8,2.0,40.4,1253.5,1003.0,18.3,36.6,physics_model
840.8,25.0,oil,282.7,4.0,47.5,1612.0,1367.9,11.9,33.7,physics_model
870.1,100.0,oil,637.7,4.0,17.6,752.2,483.4,24.5,56.6,physics_model
840.1,75.0,water,487.8,2.0,30.3,949.8,716.8,21.6,48.2,physics_model
858.3,100.0,oil,505.9,0.5,29.9,980.0,701.9,22.2,48.0,physics_model
833.5,100.0,oil,307.4,2.0,47.6,1565.4,1359.4,13.5,36.9,physics_model
836.1,75.0,oil,547.6,2.0,24.5,839.1,599.0,26.4,53.5,physics_model
860.2,100.0,oil,551.1,0.5,25.9,903.8,626.5,23.6,51.6,physics_model
854.5,150.0,air,310.8,2.0,39.0,1368.3,985.4,17.0,41.6,physics_model
860.8,100.0,oil,207.7,1.0,51.4,1789.7,1530.5,9.8,31.3,physics_model
838.1,75.0,oil,505.7,4.0,26.9,920.3,633.8,22.4,50.9,physics_model
870.0,150.0,oil,203.2,2.0,50.9,1677.7,1490.4,10.4,28.4,physics_model
828.2,50.0,air,444.2,1.0,34.1,1135.3,868.8,18.1,43.0,physics_model
842.0,150.0,air,563.7,4.0,22.9,796.1,545.8,24.8,53.2,physics_model
835.8,75.0,oil,250.4,1.0,51.3,1693.8,1584.7,11.8,30.3,physics_model
851.5,150.0,oil,204.7,0.5,52.1,1706.3,1448.6,11.5,27.5,physics_model
864.7,50.0,oil,337.4,0.5,46.1,1613.5,1297.9,14.2,34.4,physics_model
851.4,50.0,water,519.9,0.5,29.9,962.3,661.9,23.1,49.4,physics_model
864.9,150.0,oil,341.8,2.0,43.8,1495.7,1176.8,16.5,37.1,physics_model
837.0,50.0,oil,205.5,0.5,53.1,1774.1,1562.4,8.7,28.7,physics_model
850.3,50.0,oil,551.8,4.0,22.6,847.8,573.7,25.3,53.3,physics_model
869.3,150.0,oil,609.6,2.0,20.3,732.7,525.2,27.0,54.5,physics_model
829.2,100.0,oil,218.5,2.0,50.6,1729.4,1526.6,11.5,30.0,physics_model
840.8,75.0,water,385.1,0.5,43.1,1332.1,1001.4,16.7,39.2,physics_model
